Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Tony Hawk's American Sk8land,GBA,2005,Sports,Activision,0.17,0.06,0,0,0.24,64,7,5.4,5,Vicarious Visions,E
Metro 2033,PC,2010,Shooter,THQ,0,0.19,0,0.05,0.24,81,40,8.1,1472,Others,M
Valhalla Knights,PSP,2006,Role-Playing,Others,0.15,0,0.07,0.01,0.24,53,29,6.3,15,Others,E10+
The Adventures of Tintin: The Game,X360,2011,Action,Ubisoft,0.07,0.13,0,0.03,0.24,63,35,6.1,12,Others,E10+
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Others,0.09,0.01,0.13,0.01,0.24,77,44,7.9,49,Others,E10+
Zumba Fitness: World Party,XOne,2013,Misc,Others,0.17,0.05,0,0.02,0.24,73,5,6.2,40,Others,E
Luminous Arc,DS,2007,Role-Playing,Others,0.16,0,0.06,0.01,0.24,70,25,7,24,Others,T
4x4 EVO 2,XB,2001,Racing,Others,0.18,0.05,0,0.01,0.24,59,15,6.2,5,Others,E
Grand Theft Auto,GBA,2004,Action,Take-Two Inc.,0.17,0.06,0,0,0.24,68,33,7.1,23,Others,M
Avalon Code,DS,2008,Role-Playing,Others,0.11,0,0.12,0.01,0.24,71,29,7.4,13,Others,E10+
Dreamcast Collection,X360,2011,Misc,Sega,0.16,0.06,0,0.02,0.24,53,31,5.2,10,Others,T
Resident Evil Archives: Resident Evil Zero,Wii,2008,Action,Capcom,0.13,0.03,0.06,0.01,0.24,62,17,8.2,37,Capcom,M
Rocket League,XOne,2016,Sports,505 Games,0.05,0.17,0,0.02,0.24,87,22,8.3,194,Others,E
My Street,PS2,2003,Misc,Sony,0.12,0.09,0,0.03,0.24,46,21,3.9,14,Others,E
Spider-Man: Shattered Dimensions,Wii,2010,Action,Activision,0.12,0.09,0,0.02,0.24,75,13,7.7,15,Others,T
Ghost Rider,PSP,2007,Action,Take-Two Inc.,0.22,0,0,0.02,0.24,49,17,5.7,13,Others,T
Shadow Hearts: Covenant,PS2,2004,Role-Playing,Midway Games,0.12,0.09,0,0.03,0.24,85,49,9.1,54,Others,T
X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.07,0,0.03,0.24,50,33,4.8,37,Others,T
Driver '76,PSP,2007,Racing,Ubisoft,0.03,0.14,0,0.07,0.24,57,28,7.9,18,Others,M
Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.03,0,0.03,0.24,67,35,6.6,25,Others,E10+
Midway Arcade Treasures: Extended Play,PSP,2005,Misc,Midway Games,0.21,0,0,0.02,0.24,63,24,7.8,8,Others,M
Dynasty Warriors 6 Empires,X360,2009,Action,Tecmo Koei,0.16,0.01,0.04,0.02,0.24,59,24,7.3,28,Omega Force,T
The Testament of Sherlock Holmes,PS3,2012,Adventure,Others,0.05,0.14,0,0.04,0.24,65,16,7.4,34,Others,M
FIFA World Cup Germany 2006,XB,2006,Sports,Electronic Arts,0.18,0.05,0,0.01,0.24,77,22,8.4,9,EA Canada,E
NBA Live 14,PS4,2013,Sports,Electronic Arts,0.15,0.05,0,0.04,0.24,43,25,2.7,175,EA Sports,E
G.I. Joe: The Rise of Cobra,X360,2009,Action,Electronic Arts,0.17,0.05,0,0.02,0.24,42,59,4.7,22,Others,T
Game of Thrones,PS3,2012,Role-Playing,Others,0.1,0.1,0,0.03,0.24,53,14,5.5,81,Others,M
LEGO Marvel's Avengers,WiiU,2016,Action,Wanrner Bros.,0.12,0.1,0,0.02,0.24,69,4,6.8,15,TT Games,E10+
PDC World Championship Darts 2008,Wii,2008,Sports,Others,0.02,0.21,0,0.01,0.24,51,18,5.4,7,Others,E10+
X-Men: Destiny,X360,2011,Action,Activision,0.18,0.04,0,0.02,0.24,47,51,5,72,Others,T
Pro Evolution Soccer 2014,X360,2013,Action,Konami,0.07,0.15,0,0.02,0.24,80,23,4.3,113,Konami,E
Pure Futbol,PS3,2010,Sports,Ubisoft,0.06,0.13,0,0.04,0.24,46,12,7.5,30,Others,E
Afro Samurai,X360,2009,Action,Atari,0.16,0.05,0,0.02,0.24,65,70,6.2,57,Others,M
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,61,27,5.4,101,Others,M
NASCAR 08,PS2,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24,56,9,8.2,9,EA Tiburon,E
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009,Adventure,Ubisoft,0.11,0.1,0,0.02,0.24,74,29,8.1,14,Others,T
Divinity II: Ego Draconis,X360,2009,Role-Playing,Others,0.18,0.04,0,0.02,0.24,62,37,6.4,36,Others,M
Birds of Steel,PS3,2012,Simulation,Konami,0.1,0.08,0.02,0.03,0.23,73,27,8.4,18,Others,T
DC Universe Online,PC,2011,Role-Playing,Others,0.16,0.06,0,0.02,0.23,72,27,6.8,243,Others,T
Bakugan: Battle Brawlers,PS3,2009,Action,Activision,0.19,0.03,0,0.02,0.23,63,10,8.2,5,Others,E
Naruto: Path of the Ninja 2,DS,2006,Role-Playing,Others,0.22,0,0,0.02,0.23,62,18,7.5,6,Others,E10+
Karaoke Revolution Volume 2,PS2,2004,Misc,Konami,0.11,0.09,0,0.03,0.23,76,26,7,4,Others,E
Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0,0.02,0.23,77,24,8.1,31,Others,T
Disney's A Christmas Carol,DS,2009,Adventure,Disneys,0.21,0.01,0,0.02,0.23,66,7,6.5,4,Others,E
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.16,0.04,0,0.04,0.23,59,24,5.6,86,EA Sports,E
NASCAR Thunder 2004,XB,2003,Racing,Electronic Arts,0.18,0.05,0,0.01,0.23,85,14,9.1,15,Others,E
Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,79,30,9.1,31,Others,T
Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0,0.01,0.23,68,26,5.8,10,Electronic Arts,E10+
Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0,0.13,0.01,0.23,63,20,7.9,18,Others,T
Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0,0.02,0.23,68,15,6,6,Others,E
Viva Pinata: Party Animals,X360,2007,Misc,Microsofts,0.19,0.02,0,0.02,0.23,56,42,6.2,18,Others,E
World Series Baseball,XB,2002,Sports,Sega,0.17,0.05,0,0.01,0.23,85,20,8.8,6,Others,E
Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0,0.03,0.23,73,34,9.1,23,Others,T
Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0,0,0.23,0,0.23,64,35,7.5,25,Omega Force,T
Hatsune Miku: Project Diva f,PSV,2012,Misc,Sega,0,0,0.23,0,0.23,81,10,8,90,Others,T
The Legend of Heroes: Trails of Cold Steel,PSV,2013,Role-Playing,Others,0.05,0.02,0.14,0.02,0.23,77,20,7.5,132,Others,T
Jeremy McGrath Supercross World,PS2,2001,Racing,Others,0.11,0.09,0,0.03,0.23,35,9,3.4,16,Others,T
The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Others,0.11,0.09,0,0.03,0.23,47,12,7.2,6,Others,T
The Club,PS3,2008,Shooter,Sega,0.14,0.07,0,0.03,0.23,72,42,6.5,15,Others,M
Meteos,DS,2005,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,88,49,7.5,164,Others,E
Star Wars Jedi Knight II: Jedi Outcast,GC,2002,Shooter,Activision,0.18,0.05,0,0.01,0.23,75,17,7.8,19,Vicarious Visions,T
Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0,0.01,0.23,89,19,8.7,25,Others,T
Virtua Tennis 4,X360,2011,Sports,Sega,0.11,0.09,0.01,0.02,0.23,70,37,6.2,12,Others,E
ESPN NHL Hockey,PS2,2003,Sports,Sega,0.11,0.09,0,0.03,0.23,90,19,7,22,Others,E
DiRT Showdown,X360,2012,Racing,Codemasters,0.08,0.13,0,0.02,0.23,75,53,6.4,53,Codemasters,E10+
The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0,0.01,0.23,84,47,8,22,Others,T
Gundam Battle Assault,PS,1998,Fighting,Namco Bandai,0.13,0.09,0,0.02,0.23,61,4,7.8,4,Others,T
XCOM 2,PC,2016,Strategy,Take-Two Inc.,0.09,0.12,0,0.02,0.23,88,104,7.1,1221,Others,T
Cross Edge,PS3,2008,Role-Playing,Others,0.14,0.02,0.05,0.02,0.23,52,32,7.2,82,Others,T
The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Wanrner Bros.,0.17,0.05,0,0.02,0.23,58,21,7.8,5,Others,T
Looney Tunes: Acme Arsenal,Wii,2007,Action,Wanrner Bros.,0.21,0.01,0,0.02,0.23,27,7,5.1,14,Others,E10+
Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0,0.03,0.23,58,13,6.8,4,Others,E10+
NBA 2K6,X360,2005,Action,Take-Two Inc.,0.21,0.01,0,0.02,0.23,81,33,8.6,31,Visual Concepts,E
NASCAR 08,PS3,2007,Racing,Electronic Arts,0.15,0.05,0,0.03,0.23,57,21,5,14,EA Tiburon,E
Mafia,XB,2004,Action,Take-Two Inc.,0.17,0.05,0,0.01,0.23,66,33,7.7,22,Others,M
Grand Slam Tennis 2,PS3,2012,Sports,Electronic Arts,0.09,0.1,0,0.04,0.23,73,36,5.2,17,EA Sports,E
Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59,18,5.7,12,Omega Force,T
Airblade,PS2,2001,Sports,Sony,0.11,0.09,0,0.03,0.23,70,18,5.8,12,Others,T
Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disneys,0.13,0.07,0.01,0.02,0.23,57,14,5.6,46,Others,E
Carnival Island,PS3,2011,Misc,Sony,0.13,0.06,0,0.04,0.23,66,25,5.2,5,Others,E
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.13,0.08,0,0.02,0.23,79,37,6.9,734,Ubisoft,M
Genji: Dawn of the Samurai,PS2,2005,Action,Sony,0.11,0.09,0,0.03,0.23,74,49,8.3,19,Others,M
The Italian Job,PS2,2003,Racing,Eidos,0.11,0.09,0,0.03,0.23,55,18,6.3,4,Others,T
TrackMania: Build to Race,Wii,2010,Racing,Others,0.09,0.11,0,0.02,0.23,74,17,6.8,5,Others,E
Ultimate Band,Wii,2008,Misc,Disneys,0.18,0.03,0,0.02,0.23,59,17,5.5,4,Others,E10+
Freedom Fighters,XB,2003,Shooter,Electronic Arts,0.17,0.05,0,0.01,0.23,82,23,8.2,23,Others,T
Soldier of Fortune II: Double Helix,XB,2003,Shooter,Activision,0.17,0.05,0,0.01,0.23,61,26,6.5,13,Others,M
Lunar Knights,DS,2006,Role-Playing,Konami,0.17,0.01,0.04,0.01,0.23,82,39,7.8,25,Others,E10+
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,87,4,7.1,13,Square Enix,T
WWE All Stars,3DS,2011,Fighting,THQ,0.15,0.06,0,0.02,0.23,71,12,7.4,7,Others,T
Alundra,PS,1997,Role-Playing,Others,0.13,0.09,0,0.01,0.23,86,9,9,41,Others,T
Mortal Kombat: Armageddon,Wii,2007,Fighting,Midway Games,0.19,0.02,0,0.02,0.23,71,29,8.4,33,Others,M
Madden NFL 13,WiiU,2012,Sports,Electronic Arts,0.21,0,0,0.02,0.23,75,9,6.7,30,EA Tiburon,E
Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.09,0,0.04,0.23,77,50,7.5,160,Others,T
BlowOut,PS2,2003,Shooter,Others,0.11,0.09,0,0.03,0.23,58,12,6.2,5,Others,T
NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23,73,20,8.5,14,Midway,E
Tiger Woods PGA Tour 2003,GC,2002,Sports,Electronic Arts,0.18,0.05,0,0.01,0.23,90,10,8,5,EA Sports,E
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005,Misc,Others,0.2,0.01,0,0.02,0.23,73,27,8.1,13,Others,E
Disgaea: Afternoon of Darkness,PSP,2006,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,87,37,8.2,69,Others,T
Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,82,5,8.6,42,Others,T
SSX On Tour,PSP,2005,Sports,Electronic Arts,0.19,0.02,0,0.02,0.23,79,23,8.1,44,Others,E
Rune Factory: Tides of Destiny,PS3,2011,Role-Playing,Others,0.14,0,0.07,0.02,0.23,55,12,7.9,44,Others,E10+
Ys Seven,PSP,2009,Role-Playing,Others,0.14,0,0.08,0.02,0.23,79,27,8.5,65,Others,T
Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,83,65,7.8,85,Others,E
Tony Hawk's Proving Ground,DS,2007,Sports,Activision,0.2,0.01,0,0.02,0.23,79,21,6.7,6,Vicarious Visions,E10+
The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23,39,10,4.3,6,Others,E
AC/DC LIVE: Rock Band Track Pack,X360,2008,Misc,Others,0.21,0,0,0.02,0.23,63,16,4.9,10,Others,T
Valhalla Knights 2,PSP,2008,Role-Playing,Others,0.09,0,0.12,0.01,0.23,50,13,5.4,13,Others,E10+
Spec Ops: The Line,PC,2012,Shooter,Take-Two Inc.,0.11,0.09,0,0.02,0.23,76,16,8.2,1237,Others,M
NBA ShootOut 2003,PS2,2002,Sports,Sony,0.11,0.09,0,0.03,0.23,62,22,5.9,8,Others,E
Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0,0.02,0.23,59,7,6.7,6,Others,E10+
Rogue Ops,PS2,2003,Action,Others,0.11,0.09,0,0.03,0.23,61,26,9.2,6,Others,M
Killer is Dead,PS3,2013,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,64,39,7.9,215,Others,M
F1 2014,X360,2014,Racing,Codemasters,0.08,0.13,0,0.02,0.23,64,14,4.1,20,Others,E
Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22,51,21,7,6,Others,M
Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0,0.03,0.22,74,33,8.4,65,Others,M
Justice League Heroes,PSP,2006,Role-Playing,Eidos,0.2,0.01,0,0.02,0.22,72,13,7.8,5,Others,T
Conflict: Vietnam,XB,2004,Shooter,Others,0.17,0.05,0,0.01,0.22,60,40,7.3,9,Others,M
Whirl Tour,PS2,2002,Sports,Others,0.11,0.09,0,0.03,0.22,58,9,7,5,Others,E
NBA Street: Showdown,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.22,75,25,8.5,15,EA Canada,E
pro evolution soccer 2011,Wii,2010,Sports,Konami,0.07,0.1,0.03,0.02,0.22,78,9,5.4,7,Konami,E
Skies of Arcadia Legends,GC,2002,Role-Playing,Atari,0.17,0.04,0,0.01,0.22,84,31,9.2,95,Others,T
Breath of Fire,GBA,2001,Role-Playing,Ubisoft,0.11,0.04,0.06,0,0.22,79,17,8.8,9,Capcom,E
Risen 2: Dark Waters,PC,2012,Role-Playing,Deep Silver,0,0.19,0,0.03,0.22,69,51,5.6,751,Others,M
NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01,0.22,88,18,9,5,EA Sports,E
Hamtaro: Ham-Ham Games,GBA,2004,Sports,Nintendo,0.16,0.06,0,0,0.22,77,20,7.8,6,Others,E
Soul Sacrifice Delta,PSV,2014,Action,Sony,0,0.08,0.12,0.02,0.22,82,24,8.4,125,Others,M
NASCAR 2011: The Game,Wii,2011,Racing,Activision,0.21,0,0,0.01,0.22,42,5,3.1,9,Others,E
Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0,0.03,0.22,58,43,7.2,29,Others,T
Ride,PS4,2015,Racing,Others,0.04,0.13,0.03,0.03,0.22,66,30,7,47,Others,E
Spirit Camera: The Cursed Memoir,3DS,2012,Adventure,Nintendo,0.13,0.02,0.06,0.01,0.22,54,35,6.1,28,Others,T
Galactic Wrestling: Featuring Ultimate Muscle,PS2,2004,Fighting,Namco Bandai,0.03,0.02,0.17,0.01,0.22,61,12,8,5,Others,T
FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.19,0.01,0,0.02,0.22,61,15,5.6,7,EA Canada,T
Dino Stalker,PS2,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22,50,18,6.3,8,Capcom,M
Mega Man Zero 3,GBA,2004,Platform,Capcom,0.16,0.06,0,0,0.22,77,21,9,22,Others,E
Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,0.22,72,44,7.8,15,Others,E10+
G-Force,PS3,2009,Action,Disneys,0.13,0.06,0,0.03,0.22,68,22,7.6,7,Eurocom  Software,E10+
Luminous Arc 2,DS,2008,Role-Playing,Others,0.2,0,0,0.02,0.22,73,19,7.7,14,Others,T
Shinobi,3DS,2011,Platform,Sega,0.14,0.07,0,0.02,0.22,69,33,7.3,33,Others,T
Tony Hawk's Downhill Jam,DS,2006,Sports,Activision,0.2,0,0,0.02,0.22,76,34,7,7,Vicarious Visions,E
Risen 2: Dark Waters,PS3,2012,Role-Playing,Deep Silver,0.04,0.13,0.01,0.04,0.22,47,13,5.2,37,Others,M
Age of Empires: The Age of Kings,DS,2006,Strategy,THQ,0.18,0.02,0,0.02,0.22,80,38,7.9,59,Others,E10+
MotoGP 09/10,PS3,2010,Racing,Capcom,0.05,0.13,0,0.04,0.22,70,42,5.4,28,Others,E
The Lord of the Rings: The Third Age,GBA,2004,Role-Playing,Electronic Arts,0.16,0.06,0,0,0.22,67,7,8.5,12,Others,T
Dinosaur King,DS,2007,Strategy,Sega,0.2,0,0,0.02,0.22,61,13,8,9,Others,E
The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0,0.01,0.22,77,44,8.8,23,Others,M
Tetris Worlds,GC,2002,Puzzle,THQ,0.17,0.04,0,0.01,0.22,47,10,5.6,8,Others,E
The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.15,0,0.02,0.22,72,16,7.3,117,Maxis,T
Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0,0.01,0.22,86,39,8.3,19,Others,T
Child of Eden,PS3,2011,Shooter,Ubisoft,0.09,0.1,0,0.04,0.22,81,21,7.8,25,Others,E10+
Touch the Dead,DS,2007,Shooter,Eidos,0.2,0,0,0.02,0.22,56,31,5.6,5,Others,M
Nickelodeon Party Blast,XB,2002,Misc,Others,0.16,0.05,0,0.01,0.22,19,4,4.3,7,Others,E
Jackass the Game,PSP,2007,Action,Others,0.09,0.08,0,0.05,0.22,58,21,7,12,Others,M
Ragnarok DS,DS,2008,Role-Playing,Others,0.1,0,0.11,0.01,0.22,53,19,5.8,17,Others,E10+
Shellshock: Nam '67,XB,2004,Shooter,Eidos,0.16,0.05,0,0.01,0.22,58,37,7,14,Others,M
Magna Carta: Tears of Blood,PS2,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22,66,34,7,22,Others,T
All-Star Baseball 2002,GC,2001,Sports,Others,0.17,0.04,0,0.01,0.22,66,17,5.6,9,Others,E
Capcom vs. SNK,DC,2000,Fighting,Others,0,0,0.22,0,0.22,80,17,9,24,Capcom,T
Pinball Hall of Fame: The Williams Collection,PS3,2009,Misc,Others,0.2,0,0,0.02,0.22,82,16,7.9,8,Others,E10+
Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0,0.07,0.22,49,34,5.6,19,Others,T
Dishonored 2,XOne,2016,Action,Others,0.12,0.08,0,0.02,0.22,88,22,6.8,156,Others,M
Asphalt: Injection,PSV,2011,Action,Ubisoft,0.13,0.06,0,0.03,0.22,49,33,4.8,28,Ubisoft,E10+
From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0,0.01,0.22,70,20,8.5,13,Electronic Arts,T
Guitar Hero: Smash Hits,PS2,2009,Misc,Activision,0.11,0.01,0,0.1,0.22,69,6,8.3,6,Others,T
NBA Live 09 All-Play,Wii,2008,Sports,Electronic Arts,0.19,0.01,0,0.02,0.22,51,11,5.9,14,EA Sports,E
NFL Quarterback Club 2002,PS2,2001,Sports,Others,0.11,0.08,0,0.03,0.22,67,12,7.8,6,Others,E
NCAA Basketball 09,X360,2008,Sports,Electronic Arts,0.2,0,0,0.02,0.22,70,23,5.6,8,EA Canada,E
Shin Megami Tensei: Persona,PSP,2009,Role-Playing,Others,0.08,0,0.13,0.01,0.22,78,30,8,47,Others,T
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02,0.22,71,13,6.7,166,Others,M
LEGO The Lord of the Rings,PC,2012,Action,Wanrner Bros.,0.07,0.13,0,0.03,0.22,80,6,8.2,127,TT Games,E10+
Growlanser: Heritage of War,PS2,2006,Role-Playing,Others,0.11,0.08,0,0.03,0.22,60,7,7.9,9,Others,T
Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,Others,0.11,0.09,0,0.02,0.22,61,9,8.3,4,Others,E10+
Rugby 2004,PS2,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22,61,13,6.8,65,Others,E
Senran Kagura 2: Deep Crimson ,3DS,2014,Action,Others,0.1,0.02,0.08,0.01,0.22,58,28,6.8,56,Others,M
NBA 06,PSP,2005,Sports,Sony,0.2,0,0,0.02,0.22,72,19,5.4,8,Others,E
KORG DS-10 Synthesizer,DS,2008,Misc,Others,0.19,0.01,0,0.02,0.22,82,11,8.2,13,Others,E
Naruto: Ninja Council,GBA,2003,Action,Others,0.16,0.06,0,0,0.22,60,12,7.1,9,Others,E10+
Tropico 3,X360,2009,Strategy,Others,0.15,0.02,0.03,0.01,0.22,75,33,6.6,22,Others,T
Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0,0.02,0.22,72,45,8.8,36,Others,T
Naruto Shippuden: Ultimate Ninja Storm Revolution,X360,2014,Fighting,Namco Bandai,0.14,0.06,0,0.02,0.22,62,11,7.3,44,Others,T
Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0,0.03,0.22,80,24,6.8,1428,Others,M
NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0,0.01,0.22,92,24,8.3,15,Visual Concepts,E
Hunted: The Demon's Forge,X360,2011,Action,Others,0.13,0.06,0,0.02,0.22,61,59,6,116,Others,M
Britney's Dance Beat,GBA,2002,Misc,THQ,0.15,0.06,0,0,0.22,53,14,7.4,5,Others,E
Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0,0.01,0.22,70,11,7.8,6,Others,E10+
Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02,0.22,70,63,7.8,36,Others,T
Herdy Gerdy,PS2,2002,Adventure,Eidos,0.11,0.08,0,0.03,0.22,69,24,5,12,Others,E
Afrika,PS3,2008,Adventure,Others,0.12,0,0.08,0.01,0.22,63,12,6.2,34,Others,E10+
Over G Fighters,X360,2006,Simulation,Ubisoft,0.19,0.01,0,0.02,0.21,49,36,6,49,Others,T
Angry Birds Star Wars,PS4,2013,Strategy,Activision,0.1,0.08,0,0.04,0.21,47,5,2,87,Others,E
Hot Shots Tennis: Get a Grip,PSP,2010,Sports,Sony,0.07,0,0.13,0.01,0.21,80,27,8,17,Others,E
Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.17,0.03,0,0.02,0.21,43,5,4,5,Others,T
The Dukes of Hazzard: Return of the General Lee,PS2,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21,52,17,6.8,8,Others,E
Crash 'N' Burn,PS2,2004,Racing,Eidos,0.11,0.08,0,0.03,0.21,63,17,8,7,Others,T
NBA,PSP,2005,Sports,Sony,0.2,0,0,0.02,0.21,57,25,6.9,14,Others,E
Disaster Report,PS2,2002,Action,Others,0.03,0.02,0.15,0.01,0.21,66,28,8,7,Others,T
Armored Core V,X360,2012,Simulation,Namco Bandai,0.13,0.03,0.04,0.01,0.21,68,37,7.2,37,From Software,T
College Hoops 2K7,X360,2006,Sports,Take-Two Inc.,0.2,0,0,0.02,0.21,82,22,8.2,12,Others,E
Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0,0.02,0.21,46,21,5.6,19,Others,E10+
The Bard's Tale,PS2,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21,76,44,8.6,14,Others,T
Robotech: The Macross Saga,GBA,2002,Shooter,Others,0.15,0.06,0,0,0.21,61,8,6.5,4,Others,E
Conflict Zone,PS2,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21,47,7,7.4,8,Others,T
Code Name: S.T.E.A.M.,3DS,2015,Strategy,Nintendo,0.14,0.05,0.01,0.02,0.21,69,69,7.7,125,Others,T
The Bureau: XCOM Declassified,X360,2013,Shooter,Take-Two Inc.,0.1,0.1,0,0.02,0.21,68,30,6.7,118,Others,M
Star Wars: Battlefront,PC,2004,Shooter,LucasArts,0.07,0.13,0,0.02,0.21,72,19,3.5,1509,Others,T
BloodRayne,XB,2002,Shooter,Others,0.16,0.05,0,0.01,0.21,76,20,7.5,6,Others,M
NHL 2K6,XB,2005,Sports,Take-Two Inc.,0.16,0.05,0,0.01,0.21,83,32,7.5,26,Others,E10+
Hannah Montana: The Movie,X360,2009,Adventure,Disneys,0.14,0.05,0,0.02,0.21,25,4,3.8,48,Others,E
Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0,0.01,0.21,70,55,7,6,Others,M
World Poker Tour,PS2,2005,Misc,Take-Two Inc.,0.1,0.08,0,0.03,0.21,60,17,8.6,5,Others,T
Neo Contra,PS2,2004,Shooter,Konami,0.1,0.08,0,0.03,0.21,65,37,7.1,8,Others,M
MVP Baseball,PSP,2005,Sports,Electronic Arts,0.2,0,0,0.02,0.21,67,21,7.7,16,EA Canada,E
Tony Hawk's American Sk8land,DS,2005,Sports,Activision,0.19,0,0,0.02,0.21,84,31,8.7,55,Vicarious Visions,E
Viewtiful Joe 2,PS2,2004,Action,Capcom,0.1,0.08,0,0.03,0.21,85,29,7.7,17,Others,T
The BIGS 2,X360,2009,Sports,Take-Two Inc.,0.19,0.01,0,0.02,0.21,76,31,6.2,35,Others,E10+
Quake III: Revolution,PS2,2001,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.21,84,18,7.2,11,Others,M
Pac-Man World 3,PS2,2005,Platform,Namco Bandai,0.1,0.08,0,0.03,0.21,63,22,5.2,13,Others,E
50 Cent: Blood on the Sand,X360,2009,Shooter,THQ,0.12,0.07,0,0.02,0.21,71,54,6.4,64,Others,M
Journey,PS3,2012,Adventure,Others,0.04,0.13,0,0.04,0.21,92,78,8.8,1381,Others,E
SBK X: Superbike World Championship,PS3,2010,Racing,Others,0.05,0.12,0,0.04,0.21,73,4,7.5,4,Others,E10+
Dragon Ball: Fusions,3DS,2016,Role-Playing,Namco Bandai,0.02,0,0.19,0,0.21,68,12,7.6,16,Others,T
Madden NFL 07,DS,2006,Sports,Electronic Arts,0.2,0,0,0.02,0.21,70,9,6.5,10,Others,E
HBO Boxing,PS,2000,Fighting,Others,0.12,0.08,0,0.01,0.21,26,7,4,5,Others,E
Bass Pro Shops: The Strike,X360,2009,Sports,Others,0.2,0,0,0.02,0.21,63,4,5.8,5,Others,E
